trace file for the simulation
format of the file
<event> <time> <item id> <server status> <queue size><server id>

a	6.68361	1	0	0	1
s	6.68361	1	1	0	1
a	8.3271	2	1	0	1
d	8.40391	1	1	1	1
s	8.40391	2	1	0	1
a	8.53937	3	1	0	1
a	9.58836	4	1	1	1
a	9.69822	5	1	2	1
a	9.89321	6	1	3	1
d	10.0123	2	1	4	1
s	10.0123	3	1	3	1
a	10.1854	7	1	3	1
a	10.3375	8	1	4	1
a	10.6793	9	1	5	1
a	11.87	10	1	6	1
d	15.2565	3	1	7	1
s	15.2565	4	1	6	1
a	16.0707	11	1	6	1
a	17.9859	12	1	7	1
a	19.7823	13	1	8	1
a	19.7939	14	1	9	1
a	20.602	15	1	10	1
d	22.434	4	1	11	1
s	22.434	5	1	10	1
a	22.7299	16	1	10	1
a	23.7031	17	1	11	1
a	24.3348	18	1	12	1
a	24.8949	19	1	13	1
a	25.4028	20	1	14	1
a	25.9017	21	1	15	1
a	27.6961	22	1	16	1
a	28.107	23	1	17	1
a	28.9038	24	1	18	1
a	29.9475	25	1	19	1
a	32.8116	26	1	20	1
a	33.3097	27	1	21	1
a	33.5539	28	1	22	1
a	33.7738	29	1	23	1
a	34.4279	30	1	24	1
a	35.6254	31	1	25	1
a	35.7578	32	1	26	1
a	36.0771	33	1	27	1
a	36.1222	34	1	28	1
a	36.1994	35	1	29	1
a	36.8168	36	1	30	1
d	38.5342	5	1	31	1
s	38.5342	6	1	30	1
a	38.7663	37	1	30	1
a	38.9145	38	1	31	1
a	40.4771	39	1	32	1
a	40.726	40	1	33	1
d	40.8502	6	1	34	1
s	40.8502	7	1	33	1
d	40.8599	7	1	33	1
s	40.8599	8	1	32	1
d	40.8608	8	1	32	1
s	40.8608	9	1	31	1
a	40.896	41	1	31	1
a	41.8314	42	1	32	1
d	42.3363	9	1	33	1
s	42.3363	10	1	32	1
a	43.1548	43	1	32	1
d	45.9755	10	1	33	1
s	45.9755	11	1	32	1
a	46.8953	44	1	32	1
a	49.7739	45	1	33	1
a	49.8586	46	1	34	1
a	51.1463	47	1	35	1
a	52.445	48	1	36	1
a	52.9762	49	1	37	1
d	53.1132	11	1	38	1
s	53.1132	12	1	37	1
a	53.3455	50	1	37	1
d	53.6448	12	1	38	1
s	53.6448	13	1	37	1
a	53.665	51	1	37	1
a	55.248	52	1	38	1
a	55.5441	53	1	39	1
d	55.816	13	1	40	1
s	55.816	14	1	39	1
a	56.3024	54	1	39	1
a	56.3546	55	1	40	1
a	56.6497	56	1	41	1
d	58.1589	14	1	42	1
s	58.1589	15	1	41	1
a	58.8728	57	1	41	1
d	59.6961	15	1	42	1
s	59.6961	16	1	41	1
a	59.8267	58	1	41	1
a	60.3227	59	1	42	1
d	60.6197	16	1	43	1
s	60.6197	17	1	42	1
a	60.8806	60	1	42	1
a	62.7674	61	1	43	1
a	63.6227	62	1	44	1
d	63.6736	17	1	45	1
s	63.6736	18	1	44	1
a	63.8422	63	1	44	1
a	63.8523	64	1	45	1
a	64.1379	65	1	46	1
a	65.2005	66	1	47	1
d	65.6521	18	1	48	1
s	65.6521	19	1	47	1
d	66.9109	19	1	47	1
s	66.9109	20	1	46	1
a	66.9785	67	1	46	1
a	67.3355	68	1	47	1
a	68.0191	69	1	48	1
a	69.933	70	1	49	1
a	70.0327	71	1	50	1
a	70.3996	72	1	51	1
a	71.5934	73	1	52	1
a	72.4455	74	1	53	1
a	75.0994	75	1	54	1
d	75.1792	20	1	55	1
s	75.1792	21	1	54	1
d	75.572	21	1	54	1
s	75.572	22	1	53	1
a	76.9752	76	1	53	1
d	77.1956	22	1	54	1
s	77.1956	23	1	53	1
d	77.8013	23	1	53	1
s	77.8013	24	1	52	1
a	78.7017	77	1	52	1
d	80.0329	24	1	53	1
s	80.0329	25	1	52	1
a	80.5625	78	1	52	1
a	80.8745	79	1	53	1
a	81.7769	80	1	54	1
d	82.0889	25	1	55	1
s	82.0889	26	1	54	1
a	82.3412	81	1	54	1
a	82.6211	82	1	55	1
a	82.9469	83	1	56	1
d	83.2361	26	1	57	1
s	83.2361	27	1	56	1
a	83.6908	84	1	56	1
a	84.691	85	1	57	1
a	84.8717	86	1	58	1
a	88.2213	87	1	59	1
d	89.5223	27	1	60	1
s	89.5223	28	1	59	1
d	89.6782	28	1	59	1
s	89.6782	29	1	58	1
d	89.9239	29	1	58	1
s	89.9239	30	1	57	1
a	90.4782	88	1	57	1
a	91.5395	89	1	58	1
d	91.7199	30	1	59	1
s	91.7199	31	1	58	1
d	92.2181	31	1	58	1
s	92.2181	32	1	57	1
a	92.5204	90	1	57	1
a	93.3055	91	1	58	1
a	93.3226	92	1	59	1
a	94.534	93	1	60	1
a	94.8362	94	1	61	1
a	95.4031	95	1	62	1
d	95.6659	32	1	63	1
s	95.6659	33	1	62	1
d	96.484	33	1	62	1
s	96.484	34	1	61	1
d	97.009	34	1	61	1
