s	97.009	35	1	60	1
a	97.0328	96	1	60	1
a	97.1491	97	1	61	1
d	99.0831	35	1	62	1
s	99.0831	36	1	61	1
d	99.0992	36	1	61	1
s	99.0992	37	1	60	1
a	100.744	98	1	60	1
d	100.772	37	1	61	1
s	100.772	38	1	60	1
a	101.376	99	1	60	1
a	101.547	100	1	61	1
d	105.691	38	1	62	1
s	105.691	39	1	61	1
d	107.092	39	1	61	1
s	107.092	40	1	60	1
d	108.35	40	1	60	1
s	108.35	41	1	59	1
d	113.21	41	1	59	1
s	113.21	42	1	58	1
d	119.834	42	1	58	1
s	119.834	43	1	57	1
d	123.589	43	1	57	1
s	123.589	44	1	56	1
d	124.52	44	1	56	1
s	124.52	45	1	55	1
d	125.062	45	1	55	1
s	125.062	46	1	54	1
d	126.098	46	1	54	1
s	126.098	47	1	53	1
d	127.63	47	1	53	1
s	127.63	48	1	52	1
d	128.504	48	1	52	1
s	128.504	49	1	51	1
d	132.63	49	1	51	1
s	132.63	50	1	50	1
d	151.911	50	1	50	1
s	151.911	51	1	49	1
d	153.687	51	1	49	1
s	153.687	52	1	48	1
d	166.439	52	1	48	1
s	166.439	53	1	47	1
d	174.255	53	1	47	1
s	174.255	54	1	46	1
d	175.341	54	1	46	1
s	175.341	55	1	45	1
d	179.051	55	1	45	1
s	179.051	56	1	44	1
d	180.697	56	1	44	1
s	180.697	57	1	43	1
d	182.587	57	1	43	1
s	182.587	58	1	42	1
d	188.081	58	1	42	1
s	188.081	59	1	41	1
d	191.353	59	1	41	1
s	191.353	60	1	40	1
d	196.525	60	1	40	1
s	196.525	61	1	39	1
d	197.935	61	1	39	1
s	197.935	62	1	38	1
d	205.015	62	1	38	1
s	205.015	63	1	37	1
d	205.349	63	1	37	1
s	205.349	64	1	36	1
d	209.063	64	1	36	1
s	209.063	65	1	35	1
d	213.507	65	1	35	1
s	213.507	66	1	34	1
d	216.177	66	1	34	1
s	216.177	67	1	33	1
d	217.572	67	1	33	1
s	217.572	68	1	32	1
d	219.084	68	1	32	1
s	219.084	69	1	31	1
d	221.372	69	1	31	1
s	221.372	70	1	30	1
d	222.916	70	1	30	1
s	222.916	71	1	29	1
d	223.479	71	1	29	1
s	223.479	72	1	28	1
d	224.461	72	1	28	1
s	224.461	73	1	27	1
d	226.17	73	1	27	1
s	226.17	74	1	26	1
d	231.244	74	1	26	1
s	231.244	75	1	25	1
d	236.243	75	1	25	1
s	236.243	76	1	24	1
d	237.319	76	1	24	1
s	237.319	77	1	23	1
d	240.457	77	1	23	1
s	240.457	78	1	22	1
d	241.358	78	1	22	1
s	241.358	79	1	21	1
d	242.831	79	1	21	1
s	242.831	80	1	20	1
d	244.263	80	1	20	1
s	244.263	81	1	19	1
d	245.371	81	1	19	1
s	245.371	82	1	18	1
d	246.024	82	1	18	1
s	246.024	83	1	17	1
d	251.733	83	1	17	1
s	251.733	84	1	16	1
d	261.158	84	1	16	1
s	261.158	85	1	15	1
d	262.848	85	1	15	1
s	262.848	86	1	14	1
d	268.096	86	1	14	1
s	268.096	87	1	13	1
d	268.517	87	1	13	1
s	268.517	88	1	12	1
d	269	88	1	12	1
s	269	89	1	11	1
d	269.886	89	1	11	1
s	269.886	90	1	10	1
d	275.481	90	1	10	1
s	275.481	91	1	9	1
d	283.188	91	1	9	1
s	283.188	92	1	8	1
d	283.784	92	1	8	1
s	283.784	93	1	7	1
d	286.191	93	1	7	1
s	286.191	94	1	6	1
d	289.815	94	1	6	1
s	289.815	95	1	5	1
d	291.888	95	1	5	1
s	291.888	96	1	4	1
d	295.278	96	1	4	1
s	295.278	97	1	3	1
d	296.189	97	1	3	1
s	296.189	98	1	2	1
d	296.76	98	1	2	1
s	296.76	99	1	1	1
d	296.885	99	1	1	1
s	296.885	100	1	0	1
d	297.292	100	0	0	1


Avarage Queueing Delay for Server 1 : 102.395
Avarage Queueing Length for Server 1 : 10.9611
